0.000,0.000
0.010,0.004
0.021,0.008
0.031,0.012
0.042,0.016
0.052,0.020
0.063,0.025
0.073,0.030
0.083,0.035
0.094,0.040
0.104,0.045
0.115,0.050
0.125,0.055
0.135,0.060
0.146,0.065
0.156,0.070
0.167,0.075
0.177,0.081
0.188,0.087
0.198,0.093
0.208,0.099
0.219,0.105
0.229,0.111
0.240,0.118
0.250,0.125
0.260,0.132
0.271,0.140
0.281,0.148
0.292,0.156
0.302,0.165
0.313,0.174
0.323,0.184
0.333,0.195
0.344,0.207
0.354,0.220
0.365,0.236
0.375,0.255
0.385,0.277
0.396,0.303
0.406,0.409
0.417,0.515
0.427,0.549
0.438,0.583
0.448,0.605
0.458,0.624
0.469,0.640
0.479,0.655
0.490,0.669
0.500,0.682
0.510,0.694
0.521,0.705
0.531,0.716
0.542,0.727
0.552,0.738
0.563,0.748
0.573,0.758
0.583,0.767
0.594,0.776
0.604,0.784
0.615,0.792
0.625,0.800
0.635,0.808
0.646,0.816
0.656,0.823
0.667,0.830
0.677,0.837
0.688,0.844
0.698,0.851
0.708,0.858
0.719,0.864
0.729,0.870
0.740,0.876
0.750,0.882
0.760,0.888
0.771,0.894
0.781,0.900
0.792,0.906
0.802,0.911
0.813,0.916
0.823,0.921
0.833,0.926
0.844,0.931
0.854,0.936
0.865,0.941
0.875,0.946
0.885,0.951
0.896,0.956
0.906,0.961
0.917,0.966
0.927,0.971
0.938,0.976
0.948,0.980
0.958,0.984
0.969,0.988
0.979,0.992
0.990,0.996
1.000,1.000
