0.0,0.0000
0.2,0.4142
0.4,0.7086
0.6,0.8863
0.8,0.9751
1.0,1.0000
1.2,0.9809
1.4,0.9332
1.6,0.8680
1.8,0.7937
2.0,0.7159
2.2,0.6388
2.4,0.5648
2.6,0.4957
2.8,0.4322
3.0,0.3747
3.2,0.3233
3.4,0.2778
3.6,0.2378
3.8,0.2028
4.0,0.1725
4.2,0.1463
4.4,0.1238
4.6,0.1045
4.8,0.0880
5.0,0.0740
5.2,0.0621
5.4,0.0521
5.6,0.0436
5.8,0.0364
6.0,0.0304
6.2,0.0253
6.4,0.0211
6.6,0.0175
6.8,0.0146
7.0,0.0121
7.2,0.0100
7.4,0.0083
7.6,0.0069
7.8,0.0057
8.0,0.0047
8.2,0.0039
8.4,0.0032
8.6,0.0027
8.8,0.0022
9.0,0.0018
9.2,0.0015
9.4,0.0012
9.6,0.0010
9.8,0.0008
10.0,0.0007
10.2,0.0006
10.4,0.0005
10.6,0.0004
10.8,0.0003
11.0,0.0003
11.2,0.0002
11.4,0.0002
11.6,0.0001
11.8,0.0001
12.0,0.0001
12.2,0.0001
12.4,0.0001
12.6,0.0001
12.8,0.0000
