0.0,0.0000
0.1,0.0110
0.2,0.0739
0.3,0.1975
0.4,0.3614
0.5,0.5371
0.6,0.7000
0.7,0.8333
0.8,0.9282
0.9,0.9829
1.0,1.0000
1.1,0.9850
1.2,0.9447
1.3,0.8859
1.4,0.8151
1.5,0.7377
1.6,0.6581
1.7,0.5798
1.8,0.5051
1.9,0.4357
2.0,0.3725
2.1,0.3159
2.2,0.2660
2.3,0.2224
2.4,0.1849
2.5,0.1528
2.6,0.1257
2.7,0.1029
2.8,0.0838
2.9,0.0680
3.0,0.0550
3.1,0.0443
3.2,0.0356
3.3,0.0285
3.4,0.0227
3.5,0.0181
3.6,0.0143
3.7,0.0114
3.8,0.0090
3.9,0.0071
4.0,0.0056
4.1,0.0044
4.2,0.0034
4.3,0.0027
4.4,0.0021
4.5,0.0016
4.6,0.0013
4.7,0.0010
4.8,0.0008
4.9,0.0006
5.0,0.0005
5.1,0.0004
5.2,0.0003
5.3,0.0002
5.4,0.0002
5.5,0.0001
5.6,0.0001
5.7,0.0001
5.8,0.0001
5.9,0.0000
