0.0,0.0000
0.2,0.8142
0.4,0.9228
0.6,0.9722
0.8,0.9941
1.0,1.0000
1.2,0.9955
1.4,0.9840
1.6,0.9675
1.8,0.9475
2.0,0.9250
2.2,0.9007
2.4,0.8753
2.6,0.8490
2.8,0.8223
3.0,0.7954
3.2,0.7685
3.4,0.7417
3.6,0.7153
3.8,0.6893
4.0,0.6637
4.2,0.6387
4.4,0.6143
4.6,0.5905
4.8,0.5674
5.0,0.5449
5.2,0.5231
5.4,0.5019
5.6,0.4815
5.8,0.4618
6.0,0.4427
6.2,0.4243
6.4,0.4065
6.6,0.3894
6.8,0.3729
7.0,0.3571
7.2,0.3418
7.4,0.3272
7.6,0.3131
7.8,0.2996
8.0,0.2866
8.2,0.2741
8.4,0.2621
8.6,0.2506
8.8,0.2396
9.0,0.2290
9.2,0.2189
9.4,0.2092
9.6,0.1999
9.8,0.1910
10.0,0.1825
10.2,0.1743
10.4,0.1665
10.6,0.1590
10.8,0.1519
11.0,0.1450
11.2,0.1385
11.4,0.1322
11.6,0.1262
11.8,0.1205
12.0,0.1150
12.2,0.1098
12.4,0.1048
12.6,0.1000
12.8,0.0954
13.0,0.0910
13.2,0.0869
13.4,0.0829
13.6,0.0791
13.8,0.0754
14.0,0.0720
14.2,0.0686
14.4,0.0655
14.6,0.0624
14.8,0.0596
15.0,0.0568
15.2,0.0542
15.4,0.0517
15.6,0.0493
15.8,0.0470
16.0,0.0448
16.2,0.0427
16.4,0.0407
16.6,0.0388
16.8,0.0370
17.0,0.0353
17.2,0.0336
17.4,0.0321
17.6,0.0306
17.8,0.0291
18.0,0.0278
18.2,0.0265
18.4,0.0252
18.6,0.0240
18.8,0.0229
19.0,0.0218
19.2,0.0208
19.4,0.0198
19.6,0.0189
19.8,0.0180
20.0,0.0172
20.2,0.0164
20.4,0.0156
20.6,0.0148
20.8,0.0141
21.0,0.0135
21.2,0.0128
21.4,0.0122
21.6,0.0117
21.8,0.0111
22.0,0.0106
22.2,0.0101
22.4,0.0096
22.6,0.0091
22.8,0.0087
23.0,0.0083
23.2,0.0079
23.4,0.0075
23.6,0.0072
23.8,0.0068
24.0,0.0065
24.2,0.0062
24.4,0.0059
24.6,0.0056
24.8,0.0054
25.0,0.0051
25.2,0.0049
25.4,0.0046
25.6,0.0044
25.8,0.0042
26.0,0.0040
26.2,0.0038
26.4,0.0036
26.6,0.0035
26.8,0.0033
27.0,0.0031
27.2,0.0030
27.4,0.0028
27.6,0.0027
27.8,0.0026
28.0,0.0025
28.2,0.0023
28.4,0.0022
28.6,0.0021
28.8,0.0020
29.0,0.0019
29.2,0.0018
29.4,0.0017
29.6,0.0017
29.8,0.0016
30.0,0.0015
30.2,0.0000
