0.0,0.0000
0.1,0.0040
0.2,0.0414
0.3,0.1376
0.4,0.2881
0.5,0.4677
0.6,0.6466
0.7,0.8001
0.8,0.9130
0.9,0.9791
1.0,1.0000
1.1,0.9817
1.2,0.9328
1.3,0.8623
1.4,0.7788
1.5,0.6893
1.6,0.5996
1.7,0.5135
1.8,0.4338
1.9,0.3621
2.0,0.2989
2.1,0.2444
2.2,0.1980
2.3,0.1591
2.4,0.1269
2.5,0.1006
2.6,0.0792
2.7,0.0620
2.8,0.0482
2.9,0.0374
3.0,0.0288
3.1,0.0221
3.2,0.0169
3.3,0.0129
3.4,0.0098
3.5,0.0074
3.6,0.0056
3.7,0.0042
3.8,0.0031
3.9,0.0023
4.0,0.0017
4.1,0.0013
4.2,0.0010
4.3,0.0007
4.4,0.0005
4.5,0.0004
4.6,0.0003
4.7,0.0002
4.8,0.0002
4.9,0.0001
5.0,0.0001
5.1,0.0001
5.2,0.0000
