0.0,0.0000
0.1,0.0270
0.2,0.1244
0.3,0.2732
0.4,0.4429
0.5,0.6081
0.6,0.7517
0.7,0.8642
0.8,0.9421
0.9,0.9863
1.0,1.0000
1.1,0.9880
1.2,0.9555
1.3,0.9076
1.4,0.8491
1.5,0.7839
1.6,0.7155
1.7,0.6465
1.8,0.5790
1.9,0.5144
2.0,0.4538
2.1,0.3977
2.2,0.3465
2.3,0.3004
2.4,0.2591
2.5,0.2224
2.6,0.1902
2.7,0.1620
2.8,0.1376
2.9,0.1164
3.0,0.0982
3.1,0.0826
3.2,0.0693
3.3,0.0579
3.4,0.0484
3.5,0.0403
3.6,0.0335
3.7,0.0278
3.8,0.0230
3.9,0.0190
4.0,0.0157
4.1,0.0129
4.2,0.0106
4.3,0.0087
4.4,0.0072
4.5,0.0059
4.6,0.0048
4.7,0.0039
4.8,0.0032
4.9,0.0026
5.0,0.0021
5.1,0.0017
5.2,0.0014
5.3,0.0011
5.4,0.0009
5.5,0.0007
5.6,0.0006
5.7,0.0005
5.8,0.0004
5.9,0.0003
6.0,0.0003
6.1,0.0002
6.2,0.0002
6.3,0.0001
6.4,0.0001
6.5,0.0001
6.6,0.0001
6.7,0.0001
6.8,0.0000
