0.0,0.0000
0.1,0.0013
0.2,0.0218
0.3,0.0923
0.4,0.2242
0.5,0.4012
0.6,0.5922
0.7,0.7649
0.8,0.8964
0.9,0.9750
1.0,1.0000
1.1,0.9781
1.2,0.9198
1.3,0.8370
1.4,0.7405
1.5,0.6396
1.6,0.5408
1.7,0.4490
1.8,0.3666
1.9,0.2951
2.0,0.2344
2.1,0.1840
2.2,0.1429
2.3,0.1099
2.4,0.0837
2.5,0.0633
2.6,0.0475
2.7,0.0354
2.8,0.0262
2.9,0.0193
3.0,0.0141
3.1,0.0103
3.2,0.0074
3.3,0.0054
3.4,0.0038
3.5,0.0027
3.6,0.0020
3.7,0.0014
3.8,0.0010
3.9,0.0007
4.0,0.0005
4.1,0.0003
4.2,0.0002
4.3,0.0002
4.4,0.0001
4.5,0.0001
4.6,0.0001
4.7,0.0000
